customer_id,gender,age,city,signup_date,loyalty_member,age_group
C0910,Male,31,Sheffield,2022-06-15,No,Adult
C0911,Male,28,Sheffield,2023-07-18,Yes,"Young Adult"
C0912,Male,48,Sheffield,2022-04-04,Yes,Middle-Aged
C0913,Female,32,Bristol,2022-03-07,Yes,Adult
C0914,Male,64,Sheffield,2023-09-16,No,Senior
C0915,Female,63,London,2023-09-21,Yes,Senior
C0916,Female,46,London,2023-10-18,Yes,Middle-Aged
C0917,Female,30,London,2023-11-04,Yes,Adult
C0918,Male,61,London,2023-09-22,No,Senior
C0919,Male,28,Manchester,2022-09-02,No,"Young Adult"
C0920,Female,60,Sheffield,2023-02-14,No,Senior
C0921,Male,51,London,2023-08-24,Yes,Middle-Aged
C0922,Female,64,Bristol,2022-04-03,No,Senior
C0923,Male,56,Leeds,2022-10-11,No,Middle-Aged
C0924,Male,34,Birmingham,2023-02-18,No,Adult
C0925,Male,53,Manchester,2023-06-03,No,Middle-Aged
C0926,Male,50,Liverpool,2022-12-15,No,Middle-Aged
C0927,Female,54,Nottingham,2023-03-30,Yes,Middle-Aged
C0928,Female,61,Nottingham,2022-12-14,Yes,Senior
C0929,Male,34,Manchester,2023-05-09,No,Adult
C0930,Male,61,Leeds,2023-10-11,No,Senior
C0931,Female,51,London,2023-02-27,No,Middle-Aged
C0932,Female,23,Sheffield,2022-09-12,No,"Young Adult"
C0933,Male,48,Bristol,2022-03-19,No,Middle-Aged
C0934,Female,29,Leeds,2022-08-12,No,"Young Adult"
C0935,Male,65,Leeds,2022-07-24,No,Senior
C0936,Male,30,Leeds,2022-07-31,No,Adult
C0937,Male,25,Manchester,2022-06-09,No,"Young Adult"
C0938,Male,52,London,2023-09-21,No,Middle-Aged
C0939,Female,49,Liverpool,2023-01-16,No,Middle-Aged
C0940,Female,43,Leeds,2022-07-07,Yes,Middle-Aged
C0941,Female,48,London,2022-02-25,No,Middle-Aged
C0942,Male,47,Manchester,2023-02-08,No,Middle-Aged
C0943,Male,18,Leeds,2022-11-20,No,Teenager
C0944,Male,38,Bristol,2023-08-18,No,Adult
C0945,Female,33,Liverpool,2022-07-11,No,Adult
C0946,Female,41,Birmingham,2023-09-20,No,Middle-Aged
C0947,Male,44,Bristol,2023-03-11,No,Middle-Aged
C0948,Female,46,Birmingham,2023-02-15,Yes,Middle-Aged
C0949,Male,24,Liverpool,2023-08-13,Yes,"Young Adult"
C0950,Female,42,Leeds,2023-07-23,Yes,Middle-Aged
C0951,Female,18,Birmingham,2022-06-03,No,Teenager
C0952,Male,58,Bristol,2023-05-27,No,Middle-Aged
C0953,Female,53,London,2022-11-04,No,Middle-Aged
C0954,Male,21,Leeds,2022-04-12,No,"Young Adult"
C0955,Male,46,Bristol,2023-05-03,No,Middle-Aged
C0956,Female,53,Liverpool,2023-01-05,No,Middle-Aged
C0957,Female,25,Bristol,2022-01-21,Yes,"Young Adult"
C0958,Male,36,Bristol,2023-08-14,No,Adult
C0959,Female,65,Nottingham,2023-11-21,Yes,Senior
C0960,Female,47,Birmingham,2023-01-26,Yes,Middle-Aged
C0961,Female,44,Sheffield,2023-10-18,Yes,Middle-Aged
C0962,Male,39,Leeds,2022-03-23,No,Adult
C0963,Female,63,Liverpool,2022-11-21,No,Senior
C0964,Female,41,Nottingham,2022-10-05,No,Middle-Aged
C0965,Male,19,Birmingham,2022-06-21,Yes,Teenager
C0966,Female,65,Manchester,2023-11-09,Yes,Senior
C0967,Female,24,Manchester,2022-06-20,Yes,"Young Adult"
C0968,Male,19,Sheffield,2023-04-30,Yes,Teenager
C0969,Female,57,Birmingham,2022-04-17,Yes,Middle-Aged
C0970,Female,37,Leeds,2023-11-02,Yes,Adult
C0971,Female,58,Birmingham,2022-10-18,Yes,Middle-Aged
C0972,Male,19,London,2023-06-24,No,Teenager
C0973,Female,47,Liverpool,2022-11-30,No,Middle-Aged
C0974,Male,55,Nottingham,2022-05-19,No,Middle-Aged
C0975,Female,40,Nottingham,2023-06-21,Yes,Middle-Aged
C0976,Female,37,Bristol,2022-04-02,No,Adult
C0977,Male,37,London,2022-09-24,Yes,Adult
C0978,Male,40,Liverpool,2023-06-20,No,Middle-Aged
C0979,Male,62,Nottingham,2023-07-02,No,Senior
C0980,Male,45,Liverpool,2022-11-03,Yes,Middle-Aged
C0981,Female,30,Sheffield,2022-01-08,No,Adult
C0982,Male,28,Sheffield,2023-02-09,No,"Young Adult"
C0983,Female,23,Sheffield,2022-08-14,Yes,"Young Adult"
C0984,Female,36,Liverpool,2023-06-14,No,Adult
C0985,Male,29,Birmingham,2022-07-12,No,"Young Adult"
C0986,Female,57,Nottingham,2022-04-24,No,Middle-Aged
C0987,Female,30,Bristol,2023-09-30,Yes,Adult
C0988,Male,52,London,2022-06-05,Yes,Middle-Aged
C0989,Female,35,Birmingham,2022-04-15,No,Adult
C0990,Male,23,Birmingham,2022-01-09,Yes,"Young Adult"
C0991,Male,39,Sheffield,2023-05-21,No,Adult
C0992,Female,47,London,2023-05-26,No,Middle-Aged
C0993,Male,21,Liverpool,2022-03-24,No,"Young Adult"
C0994,Female,29,Leeds,2022-03-15,No,"Young Adult"
C0995,Male,25,Leeds,2023-01-26,No,"Young Adult"
C0996,Male,65,London,2023-03-30,Yes,Senior
C0997,Male,51,Leeds,2023-04-17,No,Middle-Aged
C0998,Female,38,Birmingham,2023-02-03,Yes,Adult
C0999,Male,34,Nottingham,2023-07-17,No,Adult
C1000,Female,21,Leeds,2022-07-23,Yes,"Young Adult"
C1001,Female,38,London,2022-08-30,Yes,Adult
C1002,Male,43,Leeds,2022-10-10,Yes,Middle-Aged
C1003,Female,62,Birmingham,2022-02-13,No,Senior
C1004,Male,28,Nottingham,2022-04-02,Yes,"Young Adult"
C1005,Female,58,London,2023-09-26,Yes,Middle-Aged
C1006,Male,62,Manchester,2022-12-31,Yes,Senior
C1007,Male,38,Bristol,2023-05-15,No,Adult
C1008,Male,62,Sheffield,2022-07-17,No,Senior
C1009,Female,20,Nottingham,2022-05-18,No,"Young Adult"
C1010,Female,52,Nottingham,2023-07-27,Yes,Middle-Aged
C1011,Male,52,Bristol,2023-08-04,No,Middle-Aged
C1012,Female,56,Birmingham,2023-04-25,Yes,Middle-Aged
C1013,Male,46,Liverpool,2023-06-28,No,Middle-Aged
C1014,Female,47,London,2023-07-09,No,Middle-Aged
C1015,Male,57,Bristol,2022-07-09,Yes,Middle-Aged
C1016,Male,60,Sheffield,2022-11-25,Yes,Senior
C1017,Female,53,Birmingham,2023-06-21,No,Middle-Aged
C1018,Female,59,Bristol,2022-11-27,Yes,Middle-Aged
C1019,Male,20,Birmingham,2022-04-09,Yes,"Young Adult"
C1020,Male,24,Nottingham,2022-02-02,Yes,"Young Adult"
C1021,Male,54,Sheffield,2022-04-12,No,Middle-Aged
C1022,Female,21,Bristol,2023-06-23,Yes,"Young Adult"
C1023,Male,18,Leeds,2023-09-13,No,Teenager
C1024,Female,58,London,2022-03-23,No,Middle-Aged
C1025,Female,41,London,2023-07-26,No,Middle-Aged
C1026,Male,64,Manchester,2023-06-26,No,Senior
C1027,Male,51,Manchester,2022-03-21,Yes,Middle-Aged
C1028,Female,30,Leeds,2022-08-25,Yes,Adult
C1029,Male,53,Sheffield,2023-08-07,Yes,Middle-Aged
C1030,Female,61,Nottingham,2023-10-16,No,Senior
C1031,Male,29,Sheffield,2022-04-17,No,"Young Adult"
C1032,Male,52,Nottingham,2023-11-05,No,Middle-Aged
C1033,Female,41,Sheffield,2022-11-19,No,Middle-Aged
C1034,Male,54,Leeds,2022-11-28,No,Middle-Aged
C1035,Female,41,Nottingham,2023-07-18,No,Middle-Aged
C1036,Male,64,London,2023-02-11,No,Senior
C1037,Male,51,Birmingham,2023-09-03,No,Middle-Aged
C1038,Female,32,Leeds,2022-01-07,No,Adult
C1039,Female,53,Birmingham,2022-01-23,Yes,Middle-Aged
C1040,Female,40,Birmingham,2022-02-08,Yes,Middle-Aged
C1041,Female,55,Leeds,2022-09-29,Yes,Middle-Aged
C1042,Female,23,Sheffield,2022-09-20,Yes,"Young Adult"
C1043,Female,48,Birmingham,2022-03-21,No,Middle-Aged
C1044,Male,56,Liverpool,2023-08-14,Yes,Middle-Aged
C1045,Female,23,London,2023-08-14,No,"Young Adult"
C1046,Female,44,Manchester,2022-12-23,Yes,Middle-Aged
C1047,Male,58,Sheffield,2023-10-31,Yes,Middle-Aged
C1048,Male,38,Birmingham,2022-11-09,No,Adult
C1049,Male,27,London,2023-05-30,No,"Young Adult"
C1050,Male,32,Sheffield,2023-04-02,No,Adult
C1051,Male,26,Bristol,2023-02-08,Yes,"Young Adult"
C1052,Male,53,Sheffield,2023-05-03,No,Middle-Aged
C1053,Female,50,Sheffield,2022-03-29,Yes,Middle-Aged
C1054,Female,53,Leeds,2022-05-19,No,Middle-Aged
C1055,Male,53,Leeds,2023-02-09,Yes,Middle-Aged
C1056,Female,45,Bristol,2022-03-15,Yes,Middle-Aged
C1057,Female,45,Bristol,2022-04-26,No,Middle-Aged
C1058,Female,40,London,2022-07-15,No,Middle-Aged
C1059,Female,57,Nottingham,2022-06-23,Yes,Middle-Aged
C1060,Male,32,Leeds,2023-03-28,No,Adult
C1061,Male,25,London,2022-06-09,Yes,"Young Adult"
C1062,Male,36,London,2023-09-28,No,Adult
C1063,Female,46,Nottingham,2022-04-24,Yes,Middle-Aged
C1064,Male,65,Leeds,2022-12-06,Yes,Senior
C1065,Female,53,Nottingham,2023-07-14,Yes,Middle-Aged
C1066,Male,42,London,2023-11-16,No,Middle-Aged
C1067,Male,36,Leeds,2022-06-24,No,Adult
C1068,Female,59,London,2022-02-24,Yes,Middle-Aged
C1069,Female,60,Bristol,2023-02-02,Yes,Senior
C1070,Female,59,Sheffield,2022-01-20,Yes,Middle-Aged
C1071,Male,38,Nottingham,2023-01-25,Yes,Adult
C1072,Male,50,Nottingham,2022-07-10,Yes,Middle-Aged
C1073,Male,51,Liverpool,2022-02-10,No,Middle-Aged
C1074,Female,65,Birmingham,2023-05-17,Yes,Senior
C1075,Female,40,Liverpool,2022-12-22,Yes,Middle-Aged
C1076,Female,21,Liverpool,2023-05-29,No,"Young Adult"
C1077,Female,32,Birmingham,2022-01-31,No,Adult
C1078,Male,23,Sheffield,2023-02-07,Yes,"Young Adult"
C1079,Male,54,Birmingham,2023-03-04,No,Middle-Aged
C1080,Female,46,Birmingham,2022-11-16,Yes,Middle-Aged
C1081,Male,55,Leeds,2023-10-31,Yes,Middle-Aged
C1082,Male,45,Birmingham,2022-11-13,Yes,Middle-Aged
C1083,Male,53,Manchester,2022-11-22,Yes,Middle-Aged
C1084,Male,64,London,2022-11-22,No,Senior
C1085,Female,37,Nottingham,2023-02-28,No,Adult
C1086,Male,24,Birmingham,2022-06-05,Yes,"Young Adult"
C1087,Female,56,Leeds,2022-01-27,Yes,Middle-Aged
C1088,Male,40,Manchester,2022-08-25,No,Middle-Aged
C1089,Female,63,Bristol,2022-05-18,Yes,Senior
C1090,Female,48,Birmingham,2023-02-01,Yes,Middle-Aged
C1091,Male,20,Sheffield,2022-07-17,Yes,"Young Adult"
C1092,Female,32,Leeds,2022-10-04,Yes,Adult
C1093,Male,46,Nottingham,2022-03-09,No,Middle-Aged
C1094,Male,45,Sheffield,2023-04-14,Yes,Middle-Aged
C1095,Female,64,Bristol,2023-09-15,No,Senior
C1096,Male,51,Manchester,2023-09-19,No,Middle-Aged
C1097,Male,33,Sheffield,2023-04-13,Yes,Adult
C1098,Female,51,London,2023-07-26,Yes,Middle-Aged
C1099,Female,43,Liverpool,2022-10-26,No,Middle-Aged
C1100,Male,45,Liverpool,2023-04-18,Yes,Middle-Aged
C1101,Male,47,Nottingham,2023-06-14,Yes,Middle-Aged
C1102,Male,29,Birmingham,2023-05-28,No,"Young Adult"
C1103,Female,46,London,2023-02-28,Yes,Middle-Aged
C1104,Male,47,Manchester,2023-04-10,No,Middle-Aged
C1105,Male,63,Manchester,2022-11-28,Yes,Senior
C1106,Female,58,Bristol,2022-04-27,Yes,Middle-Aged
C1107,Female,64,Birmingham,2023-06-21,No,Senior
C1108,Female,20,Birmingham,2023-07-18,No,"Young Adult"
C1109,Male,28,Birmingham,2023-08-03,Yes,"Young Adult"
C1110,Female,37,Liverpool,2022-02-22,No,Adult
C1111,Male,25,Birmingham,2022-10-23,Yes,"Young Adult"
C1112,Female,18,Nottingham,2022-01-04,No,Teenager
C1113,Male,56,Nottingham,2023-05-26,Yes,Middle-Aged
C1114,Female,47,Sheffield,2022-08-11,No,Middle-Aged
C1115,Male,33,Liverpool,2022-03-23,Yes,Adult
C1116,Male,27,London,2022-02-20,No,"Young Adult"
C1117,Male,20,Liverpool,2022-02-07,No,"Young Adult"
C1118,Male,24,Sheffield,2022-03-31,Yes,"Young Adult"
C1119,Female,57,Birmingham,2022-06-15,No,Middle-Aged
C1120,Female,20,Manchester,2023-08-16,No,"Young Adult"
C1121,Female,42,Manchester,2022-11-27,No,Middle-Aged
C1122,Male,36,Nottingham,2023-07-18,Yes,Adult
C1123,Female,39,Sheffield,2022-05-05,Yes,Adult
C1124,Male,24,Manchester,2022-08-03,No,"Young Adult"
C1125,Female,45,Bristol,2023-09-12,No,Middle-Aged
C1126,Female,26,Nottingham,2023-06-23,No,"Young Adult"
C1127,Male,57,Leeds,2023-05-20,No,Middle-Aged
C1128,Male,25,London,2022-07-18,No,"Young Adult"
C1129,Male,65,Leeds,2023-10-03,No,Senior
C1130,Male,39,Bristol,2023-02-28,Yes,Adult
C1131,Male,62,Liverpool,2022-01-12,No,Senior
C1132,Female,37,Bristol,2022-03-11,Yes,Adult
C1133,Female,39,Sheffield,2022-04-27,Yes,Adult
C1134,Male,39,Bristol,2022-06-29,No,Adult
C1135,Male,59,Birmingham,2023-05-01,No,Middle-Aged
C1136,Female,52,Bristol,2022-06-09,No,Middle-Aged
C1137,Male,51,Liverpool,2023-02-28,No,Middle-Aged
C1138,Male,31,Bristol,2023-07-23,No,Adult
C1139,Male,35,London,2022-03-09,No,Adult
C1140,Male,54,Sheffield,2023-01-20,Yes,Middle-Aged
C1141,Male,37,Bristol,2023-09-02,Yes,Adult
C1142,Female,23,Nottingham,2022-10-06,Yes,"Young Adult"
C1143,Female,37,Leeds,2023-01-16,No,Adult
C1144,Male,41,London,2022-06-29,Yes,Middle-Aged
C1145,Female,50,London,2022-04-05,No,Middle-Aged
C1146,Male,30,Bristol,2023-05-28,No,Adult
C1147,Female,38,Birmingham,2023-06-21,Yes,Adult
C1148,Male,31,London,2023-06-13,No,Adult
C1149,Male,18,Liverpool,2023-02-01,Yes,Teenager
C1150,Male,39,Nottingham,2023-09-01,Yes,Adult
C1151,Female,19,Liverpool,2022-04-16,Yes,Teenager
C1152,Male,30,Liverpool,2022-11-25,No,Adult
C1153,Female,46,Manchester,2023-06-30,No,Middle-Aged
C1154,Male,35,Manchester,2022-06-02,Yes,Adult
C1155,Male,31,Bristol,2023-09-30,No,Adult
C1156,Male,63,Liverpool,2022-10-05,Yes,Senior
C1157,Male,37,Bristol,2022-06-25,No,Adult
C1158,Male,19,Nottingham,2022-02-21,Yes,Teenager
C1159,Female,21,Manchester,2022-04-19,No,"Young Adult"
C1160,Male,63,Nottingham,2023-02-06,No,Senior
C1161,Female,30,Manchester,2022-11-16,No,Adult
C1162,Male,23,Nottingham,2023-08-05,Yes,"Young Adult"
C1163,Female,61,Nottingham,2023-04-12,No,Senior
C1164,Male,27,Liverpool,2022-08-26,No,"Young Adult"
C1165,Male,62,Bristol,2023-02-06,No,Senior
C1166,Female,19,Manchester,2023-04-10,No,Teenager
C1167,Female,48,Nottingham,2022-04-26,Yes,Middle-Aged
C1168,Female,56,Birmingham,2022-10-17,Yes,Middle-Aged
C1169,Male,38,Manchester,2023-02-20,No,Adult
C1170,Female,43,Sheffield,2023-06-30,Yes,Middle-Aged
C1171,Male,53,Birmingham,2023-09-28,No,Middle-Aged
C1172,Male,39,Leeds,2023-01-29,No,Adult
C1173,Female,52,Leeds,2023-03-22,Yes,Middle-Aged
C1174,Male,65,Nottingham,2023-11-10,Yes,Senior
C1175,Female,38,Manchester,2023-08-30,No,Adult
C1176,Female,43,Manchester,2022-06-30,Yes,Middle-Aged
C1177,Female,38,Nottingham,2023-09-03,Yes,Adult
C1178,Male,26,London,2022-04-03,Yes,"Young Adult"
C1179,Male,46,Liverpool,2023-11-08,No,Middle-Aged
C1180,Female,30,Leeds,2023-09-23,No,Adult
C1181,Female,45,Bristol,2022-11-03,Yes,Middle-Aged
C1182,Male,57,Sheffield,2023-08-20,Yes,Middle-Aged
C1183,Male,41,London,2022-10-29,Yes,Middle-Aged
C1184,Female,25,Liverpool,2023-07-28,Yes,"Young Adult"
C1185,Female,62,Sheffield,2022-08-29,No,Senior
C1186,Female,42,Sheffield,2023-01-27,Yes,Middle-Aged
C1187,Male,48,Birmingham,2023-11-10,Yes,Middle-Aged
C1188,Female,41,Sheffield,2023-07-23,Yes,Middle-Aged
C1189,Male,26,London,2022-10-23,Yes,"Young Adult"
C1190,Male,27,Nottingham,2023-10-26,No,"Young Adult"
C1191,Male,26,Sheffield,2022-05-20,No,"Young Adult"
C1192,Female,57,Birmingham,2023-09-11,No,Middle-Aged
C1193,Female,53,Nottingham,2023-06-06,No,Middle-Aged
C1194,Male,29,Sheffield,2022-12-30,Yes,"Young Adult"
C1195,Female,64,Leeds,2023-08-15,No,Senior
C1196,Female,20,London,2023-02-25,No,"Young Adult"
C1197,Male,55,Nottingham,2023-01-13,Yes,Middle-Aged
C1198,Female,47,Manchester,2022-05-26,Yes,Middle-Aged
C1199,Female,58,Manchester,2022-09-09,No,Middle-Aged
C1200,Male,39,London,2023-09-20,No,Adult
